seriesID,seriesCode,seriesName,seriesParent,seriesUnits,entityID,entityIso,entityName,dataValue,dataYear,dataNote,dataSource,seriesDescription,,Mobile,% mobile
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,50,CHN,China,32.12,2010,,Ministry of Industry and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,50,CHN,China,129.62,2014,,Ministry of Industry and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,50,CHN,China,135.67,2015,,Ministry of Industry and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,50,CHN,China,139.24,2016,,MIIT,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,50,CHN,China,1210.57,2017,,MIIT,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,50,CHN,China,731.598,2018,,MIIT,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,50,CHN,China,606.265,2019,,Ministry of Industry and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,50,CHN,China,1285.9,2020,,Ministry of Industry and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,50,CHN,China,1540.3,2021,,Ministry of Industry and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,50,CHN,China,1518.41,2022,,Ministry of Industry and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,268.727,15.0%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,53,COL,Colombia,0.192,2017,"Información de tráfico cursado al interior del país, es decir el tráfico de datos con origen y destino nacional",Ministerio TIC,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,53,COL,Colombia,0.313,2018,"Información de tráfico cursado al interior del país, es decir el tráfico de datos con origen y destino nacional",Ministerio de Tecnologías de la Información y las Comunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,53,COL,Colombia,0.651,2019,"Información de tráfico cursado al interior del país, es decir el tráfico de datos con origen y destino nacional",Ministerio de Tecnologías de la Información y las Comunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,53,COL,Colombia,0.942,2020,"Información de tráfico cursado al interior del país, es decir el tráfico de datos con origen y destino nacional",Ministerio de Tecnologías de la Información y las Comunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,53,COL,Colombia,1.543,2021,"Información de tráfico cursado al interior del país, es decir el tráfico de datos con origen y destino nacional",Ministerio de Tecnologías de la Información y las Comunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,53,COL,Colombia,2.34,2022,"Información de tráfico cursado al interior del país, es decir el tráfico de datos con origen y destino nacional",Ministerio de Tecnologías de la Información y las Comunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,2.87,55.1%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,54,LKA,Sri Lanka,0.077,2015,,,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,54,LKA,Sri Lanka,0.78,2016,,Telecommunications Regulatory Commission of Sri Lanka,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,54,LKA,Sri Lanka,0.2806,2018,,Telecommunication Regulatory Commission of Sri Lanka,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,54,LKA,Sri Lanka,0.369977,2019,,Telecommunications Regulatory Commission of Sri Lanka,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,54,LKA,Sri Lanka,0.5919,2020,,Telecommunications Regulatory Commission of Sri Lanka,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,54,LKA,Sri Lanka,0.96106,2021,,Telecommunications Regulatory Commission of Sri Lanka,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,54,LKA,Sri Lanka,0.94531,2022,,Telecommunications Regulatory Commission of Sri Lanka,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,1.64945,63.6%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,55,CMR,Cameroon,0.0707334,2018,,AGENCE DE REGULATION DES TELECOMMUNICATIONS,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,55,CMR,Cameroon,0.0779022,2019,"le trafic internet haut débit fixe n'est pas encore disponible pour l'année 2019, cette donnée qui a été renseigné pour le formulaire court 2020 sera reporté pour le formulaire long 2020.",Agence de Régulation des Télécommunications,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,55,CMR,Cameroon,0.129591,2020,,Agence de Régulation des Télécommunications,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,55,CMR,Cameroon,0.133479,2021,"Données mise à jour, SOURCE CAMTEL",Agence de Régulation des Télécommunications,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,55,CMR,Cameroon,0.13924,2022,SOURCE CAMTEL,Agence de Régulation des Télécommunications,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,0.0426662,23.5%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,57,COG,Congo (Rep. of the),2.8e-007,2021,,Agence de Régulation des Postes et des Communications Electroniques,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,58,COM,Comoros,0,2019,"1,05E-10 (0,000000000105375) réponse Comores Télécom",Autorité Nationale de Régulation des TIC,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,58,COM,Comoros,2.1e-005,2020,Réponse de Comores Telecom: 0.000021420,Autorité Nationale de Régulation des TIC,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,58,COM,Comoros,2.1e-005,2021,,Autorité Nationale de Régulation des TIC,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,58,COM,Comoros,3.5e-005,2022,ANRTIC,Autorité Nationale de Régulation des TIC,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,0.010772,99.7%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,59,CPV,Cabo Verde,0.005564,2016,,Agência Reguladora Multissetorial da Economia - ARME,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,59,CPV,Cabo Verde,0.003656,2017,,Agência Reguladora Multissectorial da Economia,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,59,CPV,Cabo Verde,0.0187342,2018,,Agência Reguladora Multissetorial da Economia,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,59,CPV,Cabo Verde,0.024383,2019,,Agência de Regulação Multissetorial da Economia - ARME,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,59,CPV,Cabo Verde,0.030731,2020,,Agência de Regulação Multissetorial da Economia - ARME,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,59,CPV,Cabo Verde,0.045495,2021,,Agência de Regulação Multissetorial da Economia - ARME,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,59,CPV,Cabo Verde,0.07414,2022,,Agência de Regulação Multissetorial da Economia - ARME,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,0.02665,26.4%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,61,CIV,Côte d'Ivoire,0.09,2016,,ARTCI,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,61,CIV,Côte d'Ivoire,0.1,2017,,ARTCI,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,61,CIV,Côte d'Ivoire,0.1,2018,,ARTCI,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,61,CIV,Côte d'Ivoire,0.127,2019,,ARTCI,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,61,CIV,Côte d'Ivoire,0.158,2020,,ARTCI,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,61,CIV,Côte d'Ivoire,0.52,2021,Des compléments d'informations ont été obtenus pour certains opérateurs,ARTCI,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,61,CIV,Côte d'Ivoire,0.68,2022,Des vérifications sont en cours ,ARTCI,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,0.766,53.0%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,62,CRI,Costa Rica,0.108145,2013,,Superintendencia de Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,62,CRI,Costa Rica,0.14,2014,,Superintendencia de Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,62,CRI,Costa Rica,0.27,2015,,Superintendencia de Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,62,CRI,Costa Rica,0.37,2016,,Superintendencia de Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,62,CRI,Costa Rica,0.59,2017,,Superintendencia de Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,62,CRI,Costa Rica,0.826,2018,,Superintendencia de Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,62,CRI,Costa Rica,1.108,2019,Exabytes,Superintendencia de Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,62,CRI,Costa Rica,2.11,2020,Exabytes,Superintendencia de Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,62,CRI,Costa Rica,3.13,2021,Exabytes,Superintendencia de Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,62,CRI,Costa Rica,3.4,2022,Exabytes,Superintendencia de Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,0.332,8.9%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,63,CUB,Cuba,0.056807,2018,,Ministerio de Comunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,63,CUB,Cuba,0.080134,2019,,Ministerio de Comunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,63,CUB,Cuba,0.114544,2020,,Ministerio de Comunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,63,CUB,Cuba,0.146162,2021,,Ministerio de Comunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,63,CUB,Cuba,0.148299,2022,,Ministerio de Comunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,0.2588,63.6%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,66,CYP,Cyprus,0.818213,2020,,Office of the Commissioner for Electronic Communications and Postal Regulation,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,66,CYP,Cyprus,1.01458,2021,,Office of the Commissioner for Electronic Communications and Postal Regulation,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,66,CYP,Cyprus,1.04598,2022,Confirmed with providers,Office of the Commissioner for Electronic Communications and Postal Regulation,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,0.084471,7.5%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,67,DEU,Germany,6,2011,,Bundesnetzagentur (BNetzA) / Federal Network Agency,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,67,DEU,Germany,7,2012,,Bundesnetzagentur (BNetzA) / Federal Network Agency,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,67,DEU,Germany,9,2013,Data based on estimates,Bundesnetzagentur (BNetzA) / Federal Network Agency,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,67,DEU,Germany,12,2015,Data based on estimates,Bundesnetzagentur (BNetzA) / Federal Network Agency,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,67,DEU,Germany,26,2016,,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen","Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,67,DEU,Germany,36,2017,Data based on estimates.,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen","Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,67,DEU,Germany,43,2018,43 Exabytes,"Bundesnetzagentur für Elektrizität, Gas, Telekommunikation, Post und Eisenbahnen","Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,67,DEU,Germany,60,2019,60 Exabytes,Bundesnetzagentur (BNetzA) / Federal Network Agency,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,67,DEU,Germany,81,2020,81 Exabytes.,Bundesnetzagentur (BNetzA) / Federal Network Agency,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,67,DEU,Germany,100,2021,100 Exabytes. Data based on estimates.,Bundesnetzagentur (BNetzA) / Federal Network Agency,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,67,DEU,Germany,121,2022,,Bundesnetzagentur (BNetzA) / Federal Network Agency,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,6.714,5.3%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,69,DJI,Djibouti,0.01,2017,,Ministère de la Communication chargé des Postes et des Télécommunications,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,69,DJI,Djibouti,0.004059,2020,,Ministère de la Communication chargé des Postes et des Télécommunications,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,69,DJI,Djibouti,0.014817,2021,,Ministère de la Communication chargé des Postes et des Télécommunications,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,69,DJI,Djibouti,0.01311,2022,,Ministère de la Communication chargé des Postes et des Télécommunications,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,0.007591,36.7%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,71,DNK,Denmark,5.52846,2018,,Danish Energy Agency,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,71,DNK,Denmark,6.59091,2019,,Danish Energy Agency,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,71,DNK,Denmark,8.92277,2020,The data provided is from the second half of 2019 and first half of 2020.,Agency for Data Supply and Infrastructure,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,71,DNK,Denmark,10.8111,2021,The data provided is from the second half of 2020 and the first half of 2021.,Agency for Data Supply and Infrastructure,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,71,DNK,Denmark,11.2734,2022,The data provided is from the second half of 2021 and the first half of 2022.,Agency for Data Supply and Infrastructure,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,1.59996,12.4%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,72,DOM,Dominican Rep.,0.954521,2017,,INSTITUTO DOMINICANO DE LAS TELECOMUNICACIONES,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,72,DOM,Dominican Rep.,1.38967,2018,,INSTITUTO DOMINICANO DE LAS TELECOMUNICACIONES (INDOTEL),"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,72,DOM,Dominican Rep.,2.21455,2019,,Instituto Dominicano de las Telecomunicaciones (INDOTEL),"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,72,DOM,Dominican Rep.,5.7078,2020,"Confirmed data by operators. The increase in the fixed broadband internet traffic was mainly due to the high demand of data while remote working, keeping the network resilience, and to be able to operate the Health, Education an other sectors in order to overcome the social distancing for the COVID-19.",Instituto Dominicano de las Telecomunicaciones (INDOTEL),"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,72,DOM,Dominican Rep.,6.60882,2021,,Instituto Dominicano de las Telecomunicaciones (INDOTEL),"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,73,ESP,Spain,8.42,2015,,Comisión Nacional de los Mercados y la Competencia,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,73,ESP,Spain,12.8,2016,Data have changed.,Comisión Nacional de los Mercados y la Competencia,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,73,ESP,Spain,16.93,2017,,Comisión Nacional de los Mercados y la Competencia,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,73,ESP,Spain,23.268,2018,,CNMC,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,73,ESP,Spain,30.174,2019,,Comisión Nacional de los Mercados y la Competencia,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,73,ESP,Spain,46.264,2020,,Comisión Nacional de los Mercados y la Competencia,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,73,ESP,Spain,53.971,2021,The figure has been updated,Comisión Nacional de los Mercados y la Competencia,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,73,ESP,Spain,61.91,2022,Provisional data.,Comisión Nacional de los Mercados y la Competencia,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,6.20128,9.1%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,74,EGY,Egypt,0.655331,2014,,Ministry of Communications and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,74,EGY,Egypt,0.98,2015,,Ministry of Communications and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,74,EGY,Egypt,1.49,2016,,Ministry of Communications and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,74,EGY,Egypt,2.25,2017,,Ministry of Communications and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,74,EGY,Egypt,3.44,2018,,Ministry of Communications and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,74,EGY,Egypt,6.12,2019,,Ministry of Communications and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,74,EGY,Egypt,10.27,2020,,Ministry of Communications and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,74,EGY,Egypt,14.47,2021,,Ministry of Communications and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,74,EGY,Egypt,17.01,2022,,Ministry of Communications and Information Technology,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,2.91,14.6%
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,75,ECU,Ecuador,2.67,2017,,Agencia de Regulación y Control de las Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,75,ECU,Ecuador,4.32,2018,,Agencia de Regulación y Control de las Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,75,ECU,Ecuador,4.05,2019,,Agencia de Regulación y Control de las Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,75,ECU,Ecuador,5.45,2020,,Agencia de Regulación y Control de las Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
13067,i135tfb,Fixed-broadband Internet traffic,,exabytes,75,ECU,Ecuador,5.01,2021,It considers the last value available for one of the movile service provider.,Agencia de Regulación y Control de las Telecomunicaciones,"Refers to traffic generated by fixed broadband subscribers measured at the end-user access point, measured adding up download and upload traffic",,,
